Source,Target,Mean_CLR,Mean_DII,Observed_Diff,Empirical_p_value,FDR_adjusted_p_value,Significant
tumor cells / immune cells,CD4+ T cells GATA3+,0.0,0.0,0.0,1.0,1.0,No
tumor cells / immune cells,CD11b+ monocytes,0.0,0.0,0.0,1.0,1.0,No
tumor cells / immune cells,lymphatics,0.0,0.0,0.0,1.0,1.0,No
tumor cells / immune cells,CD68+ macrophages,0.0,0.0,0.0,1.0,1.0,No
tumor cells / immune cells,CD68+ macrophages GzmB+,0.0,0.0,0.0,1.0,1.0,No
tumor cells / immune cells,nerves,0.0,0.0,0.0,1.0,1.0,No
tumor cells / immune cells,NK cells,0.0,0.0,0.0,1.0,1.0,No
tumor cells / immune cells,immune cells,0.0,0.0,0.0,1.0,1.0,No
tumor cells / immune cells,immune cells / vasculature,0.0,0.0,0.0,1.0,1.0,No
tumor cells / immune cells,smooth muscle,0.02127659574468085,0.0,0.02127659574468085,0.9660339660339661,1.0,No
tumor cells / immune cells,CD11b+CD68+ macrophages,0.0,0.0,0.0,1.0,1.0,No
tumor cells / immune cells,B cells,0.001950113378684807,0.0,0.001950113378684807,0.45854145854145856,1.0,No
immune cells / vasculature,immune cells / vasculature,0.006597037744863832,0.007136015325670498,-0.0005389775808066662,0.993006993006993,1.0,No
immune cells / vasculature,tumor cells / immune cells,0.0,0.0,0.0,1.0,1.0,No
immune cells / vasculature,smooth muscle,0.007116692830978545,0.008986586837464032,-0.001869894006485487,0.9600399600399601,1.0,No
immune cells / vasculature,CD11b+CD68+ macrophages,0.0,0.0,0.0,1.0,1.0,No
immune cells / vasculature,B cells,0.022569444444444444,0.0,0.022569444444444444,0.0989010989010989,1.0,No
immune cells / vasculature,CD11c+ DCs,0.0,0.0,0.0,1.0,1.0,No
immune cells / vasculature,CD4+ T cells,0.0,0.0,0.0,1.0,1.0,No
immune cells / vasculature,Tregs,0.0,0.0,0.0,1.0,1.0,No
immune cells / vasculature,CD8+ T cells,0.01,0.0023946360153256708,0.0076053639846743295,0.27972027972027974,1.0,No
immune cells / vasculature,plasma cells,0.000641025641025641,0.0006149633342615798,2.6062306764061184e-05,0.948051948051948,1.0,No
immune cells / vasculature,adipocytes,0.0,0.0,0.0,1.0,1.0,No
immune cells / vasculature,CD68+CD163+ macrophages,0.005510789167338035,0.0028808974390870943,0.002629891728250941,0.4125874125874126,1.0,No
immune cells / vasculature,tumor cells,0.012076147559025571,0.02099220822281167,-0.008916060663786099,0.9250749250749251,1.0,No
immune cells / vasculature,CD4+ T cells CD45RO+,7.326007326007326e-05,0.0001240079365079365,-5.074786324786324e-05,0.9370629370629371,1.0,No
immune cells / vasculature,vasculature,0.002838983050847458,0.02114150018244846,-0.018302517131601,0.5054945054945055,1.0,No
immune cells,CD68+CD163+ macrophages,0.006738255455607139,0.0035714285714285713,0.003166826884178568,0.5544455544455544,1.0,No
immune cells,stroma,0.0027226103180817613,0.0020833333333333333,0.000639276984748428,0.7652347652347652,1.0,No
immune cells,tumor cells,0.018943238195269267,0.005,0.013943238195269266,0.24575424575424576,1.0,No
immune cells,CD4+ T cells CD45RO+,0.0038586159226995766,0.002564102564102564,0.0012945133585970125,0.6943056943056943,1.0,No
immune cells,vasculature,0.023087692212518388,0.008333333333333333,0.014754358879185055,0.8361638361638362,1.0,No
immune cells,granulocytes,0.0077861952861952854,0.025543478260869567,-0.01775728297467428,0.6123876123876124,1.0,No
immune cells / vasculature,CD3+ T cells,0.0,0.0,0.0,1.0,1.0,No
immune cells / vasculature,CD163+ macrophages,0.0,0.0,0.0,1.0,1.0,No
immune cells / vasculature,CD4+ T cells GATA3+,0.0,0.0,0.0,1.0,1.0,No
immune cells / vasculature,CD11b+ monocytes,0.0,0.0,0.0,1.0,1.0,No
immune cells / vasculature,lymphatics,0.0,0.0,0.0,1.0,1.0,No
immune cells / vasculature,CD68+ macrophages,0.0,0.00012860082304526747,-0.00012860082304526747,0.998001998001998,1.0,No
immune cells / vasculature,CD68+ macrophages GzmB+,0.0,0.0,0.0,1.0,1.0,No
immune cells / vasculature,nerves,0.0,0.0,0.0,1.0,1.0,No
immune cells / vasculature,NK cells,0.0,0.0,0.0,1.0,1.0,No
immune cells / vasculature,immune cells,0.0,0.0,0.0,1.0,1.0,No
immune cells,CD68+ macrophages,0.0,0.0,0.0,1.0,1.0,No
immune cells,CD68+ macrophages GzmB+,0.0,0.0,0.0,1.0,1.0,No
immune cells,nerves,0.0,0.0,0.0,1.0,1.0,No
immune cells,NK cells,0.0,0.0,0.0,1.0,1.0,No
immune cells,immune cells,0.0016334406532288535,0.0,0.0016334406532288535,0.17582417582417584,1.0,No
immune cells,immune cells / vasculature,0.0,0.0,0.0,1.0,1.0,No
immune cells,tumor cells / immune cells,0.0,0.0,0.0,1.0,1.0,No
immune cells,smooth muscle,0.0008860870075244302,0.008547008547008546,-0.007660921539484116,0.7072927072927073,1.0,No
immune cells,CD11b+CD68+ macrophages,0.0,0.0,0.0,1.0,1.0,No
immune cells,B cells,0.005947328940912482,0.0,0.005947328940912482,0.15584415584415584,1.0,No
immune cells,CD11c+ DCs,0.0,0.0,0.0,1.0,1.0,No
immune cells,CD4+ T cells,0.0008626128040951734,0.0007246376811594203,0.00013797512293575308,0.8721278721278721,1.0,No
immune cells,Tregs,4.533502584096473e-05,0.0,4.533502584096473e-05,0.6663336663336663,1.0,No
immune cells,CD8+ T cells,0.0006627163311800666,0.025,-0.024337283668819935,0.37962037962037964,1.0,No
immune cells,plasma cells,0.0029983182864223757,0.0,0.0029983182864223757,0.6463536463536463,1.0,No
immune cells,adipocytes,0.0,0.0,0.0,1.0,1.0,No
NK cells,CD4+ T cells,0.0,0.0,0.0,1.0,1.0,No
NK cells,Tregs,0.0,0.0,0.0,1.0,1.0,No
NK cells,CD8+ T cells,0.0,0.0005555555555555556,-0.0005555555555555556,0.7712287712287712,1.0,No
NK cells,plasma cells,0.0,0.0,0.0,1.0,1.0,No
NK cells,adipocytes,0.0,0.0,0.0,1.0,1.0,No
NK cells,CD68+CD163+ macrophages,0.0,0.0,0.0,1.0,1.0,No
NK cells,stroma,0.0,0.0005555555555555556,-0.0005555555555555556,0.7712287712287712,1.0,No
NK cells,tumor cells,0.0,0.0,0.0,1.0,1.0,No
NK cells,CD4+ T cells CD45RO+,0.0,0.0,0.0,1.0,1.0,No
NK cells,vasculature,0.0,0.0,0.0,1.0,1.0,No
NK cells,granulocytes,0.0,0.0,0.0,1.0,1.0,No
immune cells,CD3+ T cells,0.0,0.0,0.0,1.0,1.0,No
immune cells,CD163+ macrophages,0.0,0.0,0.0,1.0,1.0,No
immune cells,CD4+ T cells GATA3+,0.0,0.0,0.0,1.0,1.0,No
immune cells,CD11b+ monocytes,0.0,0.0,0.0,1.0,1.0,No
immune cells,lymphatics,0.0,0.0,0.0,1.0,1.0,No
nerves,vasculature,0.0,0.0,0.0,1.0,1.0,No
nerves,granulocytes,0.004878048780487805,0.0,0.004878048780487805,0.2017982017982018,1.0,No
NK cells,CD3+ T cells,0.0,0.0,0.0,1.0,1.0,No
NK cells,CD11b+ monocytes,0.0,0.0,0.0,1.0,1.0,No
NK cells,lymphatics,0.0,0.0,0.0,1.0,1.0,No
NK cells,CD68+ macrophages,0.0,0.0,0.0,1.0,1.0,No
NK cells,CD68+ macrophages GzmB+,0.0,0.0,0.0,1.0,1.0,No
NK cells,nerves,0.0,0.0,0.0,1.0,1.0,No
NK cells,NK cells,0.0,0.0,0.0,1.0,1.0,No
NK cells,immune cells,0.0,0.0,0.0,1.0,1.0,No
NK cells,immune cells / vasculature,0.0,0.0,0.0,1.0,1.0,No
NK cells,tumor cells / immune cells,0.0,0.0,0.0,1.0,1.0,No
NK cells,smooth muscle,0.0,0.0,0.0,1.0,1.0,No
NK cells,CD11b+CD68+ macrophages,0.0,0.0,0.0,1.0,1.0,No
NK cells,B cells,0.0,0.0,0.0,1.0,1.0,No
NK cells,CD11c+ DCs,0.0,0.0,0.0,1.0,1.0,No
nerves,immune cells,0.0,0.0,0.0,1.0,1.0,No
nerves,immune cells / vasculature,0.0,0.0,0.0,1.0,1.0,No
nerves,tumor cells / immune cells,0.0,0.0,0.0,1.0,1.0,No
nerves,smooth muscle,0.0025,0.0006447453255963894,0.0018552546744036106,0.5834165834165834,1.0,No
nerves,CD11b+CD68+ macrophages,0.0,0.0,0.0,1.0,1.0,No
nerves,B cells,0.0017543859649122807,0.0,0.0017543859649122807,0.11488511488511488,1.0,No
nerves,CD11c+ DCs,0.0,0.0,0.0,1.0,1.0,No
nerves,CD4+ T cells,0.0,0.0,0.0,1.0,1.0,No
nerves,Tregs,0.001349527665317139,0.0,0.001349527665317139,0.0989010989010989,1.0,No
nerves,CD8+ T cells,0.004878048780487805,0.0070921985815602835,-0.0022141498010724786,0.932067932067932,1.0,No
nerves,plasma cells,0.0,0.0,0.0,1.0,1.0,No
nerves,adipocytes,0.0,0.0,0.0,1.0,1.0,No
nerves,CD68+CD163+ macrophages,0.006097560975609756,0.0,0.006097560975609756,0.2007992007992008,1.0,No
nerves,stroma,0.007317073170731707,0.014286401958492073,-0.006969328787760366,0.6793206793206793,1.0,No
nerves,tumor cells,0.005816135084427768,0.0070921985815602835,-0.0012760634971325157,0.971028971028971,1.0,No
nerves,CD4+ T cells CD45RO+,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages GzmB+,adipocytes,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages GzmB+,CD68+CD163+ macrophages,0.0021929824561403508,0.008,-0.005807017543859649,0.951048951048951,1.0,No
CD68+ macrophages GzmB+,stroma,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages GzmB+,tumor cells,0.009711779448621553,0.0,0.009711779448621553,0.07692307692307693,1.0,No
CD68+ macrophages GzmB+,CD4+ T cells CD45RO+,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages GzmB+,vasculature,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages GzmB+,granulocytes,0.0,0.0,0.0,1.0,1.0,No
nerves,CD3+ T cells,0.0,0.0,0.0,1.0,1.0,No
nerves,CD163+ macrophages,0.0,0.0,0.0,1.0,1.0,No
nerves,CD4+ T cells GATA3+,0.0,0.0,0.0,1.0,1.0,No
nerves,CD11b+ monocytes,0.0,0.0,0.0,1.0,1.0,No
nerves,lymphatics,0.0,0.0,0.0,1.0,1.0,No
nerves,CD68+ macrophages,0.0,0.0,0.0,1.0,1.0,No
nerves,CD68+ macrophages GzmB+,0.0,0.0,0.0,1.0,1.0,No
nerves,nerves,0.004656319290465632,0.0022407756531106922,0.00241554363735494,0.5024975024975025,1.0,No
nerves,NK cells,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages GzmB+,lymphatics,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages GzmB+,CD68+ macrophages,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages GzmB+,CD68+ macrophages GzmB+,0.008771929824561403,0.042666666666666665,-0.03389473684210526,0.4805194805194805,1.0,No
CD68+ macrophages GzmB+,nerves,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages GzmB+,NK cells,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages GzmB+,immune cells,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages GzmB+,immune cells / vasculature,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages GzmB+,tumor cells / immune cells,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages GzmB+,smooth muscle,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages GzmB+,CD11b+CD68+ macrophages,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages GzmB+,B cells,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages GzmB+,CD11c+ DCs,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages GzmB+,CD4+ T cells,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages GzmB+,Tregs,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages GzmB+,CD8+ T cells,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages GzmB+,plasma cells,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages,B cells,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages,CD11c+ DCs,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages,CD4+ T cells,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages,Tregs,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages,CD8+ T cells,0.0004526935264825713,0.0007082660928814775,-0.0002555725663989062,0.8041958041958042,1.0,No
CD68+ macrophages,plasma cells,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages,adipocytes,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages,CD68+CD163+ macrophages,0.05159020055972713,0.017728623451259796,0.033861577108467336,0.2977022977022977,1.0,No
CD68+ macrophages,stroma,0.00447234023808118,0.003591232868507103,0.000881107369574077,0.7642357642357642,1.0,No
CD68+ macrophages,CD4+ T cells CD45RO+,0.003955264593562466,0.004232317927170869,-0.00027705333360840325,0.922077922077922,1.0,No
CD68+ macrophages,vasculature,0.0010131712259371832,0.0038037095179952324,-0.002790538292058049,0.7342657342657343,1.0,No
CD68+ macrophages,granulocytes,0.001519756838905775,0.009331175918223782,-0.007811419079318007,0.08291708291708291,1.0,No
CD68+ macrophages GzmB+,CD3+ T cells,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages GzmB+,CD163+ macrophages,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages GzmB+,CD11b+ monocytes,0.0,0.0,0.0,1.0,1.0,No
lymphatics,vasculature,0.0,0.0008818342151675485,-0.0008818342151675485,0.997002997002997,1.0,No
lymphatics,granulocytes,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages,CD3+ T cells,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages,CD163+ macrophages,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages,CD4+ T cells GATA3+,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages,CD11b+ monocytes,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages,lymphatics,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages,CD68+ macrophages,0.00851063829787234,0.0017422161172161172,0.006768422180656223,0.6183816183816184,1.0,No
CD68+ macrophages,CD68+ macrophages GzmB+,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages,nerves,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages,NK cells,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages,immune cells,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages,immune cells / vasculature,0.0,0.00018896447467876037,-0.00018896447467876037,0.998001998001998,1.0,No
CD68+ macrophages,tumor cells / immune cells,0.0,0.0,0.0,1.0,1.0,No
CD68+ macrophages,smooth muscle,0.007665030005455538,0.01284917290886392,-0.005184142903408383,0.5534465534465535,1.0,No
CD68+ macrophages,CD11b+CD68+ macrophages,0.0,0.00030776515151515155,-0.00030776515151515155,0.4965034965034965,1.0,No
lymphatics,immune cells,0.0,0.0,0.0,1.0,1.0,No
lymphatics,immune cells / vasculature,0.0,0.0,0.0,1.0,1.0,No
lymphatics,tumor cells / immune cells,0.0,0.0,0.0,1.0,1.0,No
lymphatics,smooth muscle,0.0,0.0024691358024691358,-0.0024691358024691358,0.5024975024975025,1.0,No
lymphatics,CD11b+CD68+ macrophages,0.0,0.0,0.0,1.0,1.0,No
lymphatics,B cells,0.0,0.0,0.0,1.0,1.0,No
lymphatics,CD11c+ DCs,0.0,0.0,0.0,1.0,1.0,No
lymphatics,CD4+ T cells,0.0,0.0,0.0,1.0,1.0,No
lymphatics,Tregs,0.0,0.0,0.0,1.0,1.0,No
lymphatics,CD8+ T cells,0.0,0.0,0.0,1.0,1.0,No
lymphatics,plasma cells,0.0,0.012345679012345678,-0.012345679012345678,0.995004995004995,1.0,No
lymphatics,adipocytes,0.0,0.0,0.0,1.0,1.0,No
lymphatics,CD68+CD163+ macrophages,0.0,0.0,0.0,1.0,1.0,No
lymphatics,stroma,0.0,0.023765432098765433,-0.023765432098765433,0.5654345654345654,1.0,No
lymphatics,tumor cells,0.0,0.0,0.0,1.0,1.0,No
lymphatics,CD4+ T cells CD45RO+,0.0,0.0,0.0,1.0,1.0,No
CD11b+ monocytes,plasma cells,0.0,0.0,0.0,1.0,1.0,No
CD11b+ monocytes,adipocytes,0.0,0.0,0.0,1.0,1.0,No
CD11b+ monocytes,CD68+CD163+ macrophages,0.0,0.09538131041890441,-0.09538131041890441,0.7942057942057942,1.0,No
CD11b+ monocytes,stroma,0.0078125,0.04834297093026108,-0.04053047093026108,0.8771228771228772,1.0,No
CD11b+ monocytes,tumor cells,0.0,7.16075904045829e-05,-7.16075904045829e-05,0.8421578421578422,1.0,No
CD11b+ monocytes,CD4+ T cells CD45RO+,0.015625,7.16075904045829e-05,0.015553392409595418,0.2127872127872128,1.0,No
CD11b+ monocytes,vasculature,0.0,0.0,0.0,1.0,1.0,No
CD11b+ monocytes,granulocytes,0.03125,7.16075904045829e-05,0.031178392409595416,0.2127872127872128,1.0,No
lymphatics,CD3+ T cells,0.0,0.0,0.0,1.0,1.0,No
lymphatics,CD163+ macrophages,0.0,0.0,0.0,1.0,1.0,No
lymphatics,CD11b+ monocytes,0.0,0.0,0.0,1.0,1.0,No
lymphatics,lymphatics,0.019230769230769232,0.009259259259259259,0.009971509971509973,0.4985014985014985,1.0,No
lymphatics,CD68+ macrophages,0.0,0.0,0.0,1.0,1.0,No
lymphatics,CD68+ macrophages GzmB+,0.0,0.0,0.0,1.0,1.0,No
lymphatics,nerves,0.0,0.0,0.0,1.0,1.0,No
lymphatics,NK cells,0.0,0.0,0.0,1.0,1.0,No
CD11b+ monocytes,CD11b+ monocytes,0.0,0.0011457214464733263,-0.0011457214464733263,0.8421578421578422,1.0,No
CD11b+ monocytes,lymphatics,0.0,0.0,0.0,1.0,1.0,No
CD11b+ monocytes,CD68+ macrophages,0.0,0.0,0.0,1.0,1.0,No
CD11b+ monocytes,CD68+ macrophages GzmB+,0.0,0.0,0.0,1.0,1.0,No
CD11b+ monocytes,nerves,0.0,0.0,0.0,1.0,1.0,No
CD11b+ monocytes,NK cells,0.0,0.0,0.0,1.0,1.0,No
CD11b+ monocytes,immune cells,0.0,0.0,0.0,1.0,1.0,No
CD11b+ monocytes,immune cells / vasculature,0.0,0.0,0.0,1.0,1.0,No
CD11b+ monocytes,tumor cells / immune cells,0.0,0.0,0.0,1.0,1.0,No
CD11b+ monocytes,smooth muscle,0.0,0.0,0.0,1.0,1.0,No
CD11b+ monocytes,CD11b+CD68+ macrophages,0.0,0.0625,-0.0625,0.949050949050949,1.0,No
CD11b+ monocytes,B cells,0.0,0.0,0.0,1.0,1.0,No
CD11b+ monocytes,CD11c+ DCs,0.0,0.0,0.0,1.0,1.0,No
CD11b+ monocytes,CD4+ T cells,0.0,0.0,0.0,1.0,1.0,No
CD11b+ monocytes,Tregs,0.0,0.0,0.0,1.0,1.0,No
CD11b+ monocytes,CD8+ T cells,0.0,0.0007239233112134543,-0.0007239233112134543,0.5544455544455544,1.0,No
CD4+ T cells GATA3+,CD11b+CD68+ macrophages,0.0,0.0,0.0,1.0,1.0,No
CD4+ T cells GATA3+,B cells,0.0,0.0,0.0,1.0,1.0,No
CD4+ T cells GATA3+,CD11c+ DCs,0.0,0.0,0.0,1.0,1.0,No
CD4+ T cells GATA3+,CD4+ T cells,0.0,0.0,0.0,1.0,1.0,No
CD4+ T cells GATA3+,Tregs,0.0,0.0,0.0,1.0,1.0,No
CD4+ T cells GATA3+,CD8+ T cells,0.004166666666666667,0.0,0.004166666666666667,0.6741116751269035,1.0,No
CD4+ T cells GATA3+,plasma cells,0.0,0.0,0.0,1.0,1.0,No
CD4+ T cells GATA3+,adipocytes,0.0,0.0,0.0,1.0,1.0,No
CD4+ T cells GATA3+,CD68+CD163+ macrophages,0.0,0.0,0.0,1.0,1.0,No
CD4+ T cells GATA3+,stroma,0.0,0.0,0.0,1.0,1.0,No
CD4+ T cells GATA3+,tumor cells,0.0,0.0,0.0,1.0,1.0,No
CD4+ T cells GATA3+,CD4+ T cells CD45RO+,0.0,0.0,0.0,1.0,1.0,No
CD4+ T cells GATA3+,vasculature,0.0,0.0,0.0,1.0,1.0,No
CD4+ T cells GATA3+,granulocytes,0.0,0.0,0.0,1.0,1.0,No
CD11b+ monocytes,CD3+ T cells,0.0,0.0,0.0,1.0,1.0,No
CD11b+ monocytes,CD163+ macrophages,0.0,0.0,0.0,1.0,1.0,No
CD163+ macrophages,plasma cells,0.0,0.0,0.0,1.0,1.0,No
CD163+ macrophages,adipocytes,0.0,0.0,0.0,1.0,1.0,No
CD163+ macrophages,CD68+CD163+ macrophages,0.0,0.1,-0.1,0.8201798201798202,1.0,No
CD163+ macrophages,stroma,0.03571428571428571,0.0,0.03571428571428571,0.24175824175824176,1.0,No
CD163+ macrophages,tumor cells,0.0,0.0,0.0,1.0,1.0,No
CD163+ macrophages,CD4+ T cells CD45RO+,0.0,0.0,0.0,1.0,1.0,No
CD163+ macrophages,vasculature,0.0,0.0,0.0,1.0,1.0,No
CD163+ macrophages,granulocytes,0.0,0.1,-0.1,0.7982017982017982,1.0,No
CD4+ T cells GATA3+,CD3+ T cells,0.0,0.0,0.0,1.0,1.0,No
CD4+ T cells GATA3+,CD4+ T cells GATA3+,0.0,0.0,0.0,1.0,1.0,No
CD4+ T cells GATA3+,CD68+ macrophages,0.0,0.0,0.0,1.0,1.0,No
CD4+ T cells GATA3+,nerves,0.0,0.0,0.0,1.0,1.0,No
CD4+ T cells GATA3+,immune cells,0.0,0.0,0.0,1.0,1.0,No
CD4+ T cells GATA3+,immune cells / vasculature,0.0,0.0,0.0,1.0,1.0,No
CD4+ T cells GATA3+,tumor cells / immune cells,0.0,0.0,0.0,1.0,1.0,No
CD4+ T cells GATA3+,smooth muscle,0.0,0.0,0.0,1.0,1.0,No
CD163+ macrophages,CD163+ macrophages,0.0,0.0,0.0,1.0,1.0,No
CD163+ macrophages,CD11b+ monocytes,0.0,0.0,0.0,1.0,1.0,No
CD163+ macrophages,lymphatics,0.0,0.0,0.0,1.0,1.0,No
CD163+ macrophages,CD68+ macrophages,0.0,0.0,0.0,1.0,1.0,No
CD163+ macrophages,CD68+ macrophages GzmB+,0.0,0.0,0.0,1.0,1.0,No
CD163+ macrophages,nerves,0.0,0.0,0.0,1.0,1.0,No
CD163+ macrophages,immune cells,0.0,0.0,0.0,1.0,1.0,No
CD163+ macrophages,immune cells / vasculature,0.0,0.0,0.0,1.0,1.0,No
CD163+ macrophages,tumor cells / immune cells,0.0,0.0,0.0,1.0,1.0,No
CD163+ macrophages,smooth muscle,0.0,0.0,0.0,1.0,1.0,No
CD163+ macrophages,CD11b+CD68+ macrophages,0.0,0.0,0.0,1.0,1.0,No
CD163+ macrophages,B cells,0.0,0.0,0.0,1.0,1.0,No
CD163+ macrophages,CD11c+ DCs,0.0,0.0,0.0,1.0,1.0,No
CD163+ macrophages,CD4+ T cells,0.0,0.0,0.0,1.0,1.0,No
CD163+ macrophages,Tregs,0.0,0.0,0.0,1.0,1.0,No
CD163+ macrophages,CD8+ T cells,0.0,0.0,0.0,1.0,1.0,No
vasculature,CD68+CD163+ macrophages,0.0045492680679905615,0.004272979560459321,0.0002762885075312405,0.906093906093906,1.0,No
vasculature,stroma,0.005997927628878551,0.008022700973664273,-0.0020247733447857222,0.6773226773226774,1.0,No
vasculature,tumor cells,0.0022392667118015293,0.007405358326274659,-0.00516609161447313,0.25774225774225773,1.0,No
vasculature,CD4+ T cells CD45RO+,0.0019604585710574903,0.0009294920142300929,0.0010309665568273975,0.15884115884115885,1.0,No
vasculature,vasculature,0.02416004685842403,0.02110618025187542,0.0030538666065486123,0.5224775224775224,1.0,No
vasculature,granulocytes,0.0037928191563722014,0.003570382132319125,0.0002224370240530766,0.971028971028971,1.0,No
granulocytes,CD3+ T cells,0.0,0.0,0.0,1.0,1.0,No
granulocytes,CD163+ macrophages,0.0,0.0004878048780487805,-0.0004878048780487805,0.7982017982017982,1.0,No
granulocytes,CD4+ T cells GATA3+,0.0,0.0,0.0,1.0,1.0,No
granulocytes,CD11b+ monocytes,0.00026371308016877635,0.0005537098560354374,-0.00028999677586666106,0.938061938061938,1.0,No
granulocytes,lymphatics,0.0,0.0,0.0,1.0,1.0,No
granulocytes,CD68+ macrophages GzmB+,0.0,0.0,0.0,1.0,1.0,No
granulocytes,nerves,5.018568704205561e-05,0.0,5.018568704205561e-05,0.2017982017982018,1.0,No
granulocytes,NK cells,0.0,0.0,0.0,1.0,1.0,No
granulocytes,immune cells,0.0008795143212951432,0.00036799465327812735,0.0005115196680170158,0.6383616383616384,1.0,No
CD3+ T cells,immune cells / vasculature,0.0,0.0,0.0,1.0,1.0,No
CD3+ T cells,immune cells,0.0,0.0,0.0,1.0,1.0,No
CD3+ T cells,NK cells,0.0,0.0,0.0,1.0,1.0,No
CD3+ T cells,nerves,0.0,0.0,0.0,1.0,1.0,No
CD3+ T cells,CD68+ macrophages GzmB+,0.0,0.0,0.0,1.0,1.0,No
CD3+ T cells,CD68+ macrophages,0.0,0.0,0.0,1.0,1.0,No
CD3+ T cells,lymphatics,0.0,0.0,0.0,1.0,1.0,No
CD3+ T cells,CD11b+ monocytes,0.0,0.0,0.0,1.0,1.0,No
CD3+ T cells,CD4+ T cells GATA3+,0.0,0.0,0.0,1.0,1.0,No
CD3+ T cells,CD163+ macrophages,0.0,0.0,0.0,1.0,1.0,No
CD3+ T cells,CD3+ T cells,0.0,0.0,0.0,1.0,1.0,No
granulocytes,vasculature,0.005915472882835713,0.0014538901065817612,0.004461582776253952,0.6503496503496503,1.0,No
